provider.name,dataProvider.name,count
Smithsonian_Institution,NMNH - Vertebrate Zoology - Fishes Division,0
Smithsonian_Institution,Freer Gallery of Art and Arthur M. Sackler Gallery,0
Smithsonian_Institution,Smithsonian American Art Museum,0
Smithsonian_Institution,"Archives Center, National Museum of American History",0
Smithsonian_Institution,Smithsonian Libraries,171
Smithsonian_Institution,National Anthropological Archives,0
Smithsonian_Institution,NMNH - Paleobiology Dept.,0
Smithsonian_Institution,National Air and Space Museum,0
Smithsonian_Institution,Smithsonian Institution Archives,0
Smithsonian_Institution,Archives of American Art,0
Smithsonian_Institution,NMNH - Mineral Sciences Dept.,0
Smithsonian_Institution,National Portrait Gallery,0
Smithsonian_Institution,National Air and Space Museum Archives,0
Smithsonian_Institution,Smithsonian Archives - History Div,0
Smithsonian_Institution,NMNH - Vertebrate Zoology - Mammals Division,0
Smithsonian_Institution,NMNH - Vertebrate Zoology - Herpetology Division,0
Smithsonian_Institution,NMNH - Vertebrate Zoology - Birds Division,0
Smithsonian_Institution,National Museum of African American History and Culture,0
Smithsonian_Institution,Smithsonian Field Book Project,0
Smithsonian_Institution,Anacostia Community Museum,0
Smithsonian_Institution,Freer Gallery of Art and Arthur M. Sackler Gallery Archives,0
Smithsonian_Institution,Human Studies Film Archives,0
Smithsonian_Institution,Ralph Rinzler Folklife Archives and Collections,0
Smithsonian_Institution,Anacostia Community Museum Archives,0
HathiTrust,University of California,500
HathiTrust,University of Michigan,500
HathiTrust,Harvard University,237
HathiTrust,HathiTrust,497
HathiTrust,University of Illinois,500
HathiTrust,New York Public Library,500
HathiTrust,Princeton University,500
HathiTrust,University of Minnesota,500
HathiTrust,University of Wisconsin,500
HathiTrust,Universidad Complutense de Madrid,500
HathiTrust,Library of Congress,497
HathiTrust,Cornell University,235
HathiTrust,Columbia University,500
HathiTrust,University of Chicago,500
HathiTrust,Penn State University,500
HathiTrust,University of Virginia,500
HathiTrust,Purdue University,500
HathiTrust,Northwestern University,500
HathiTrust,Indiana University,500
HathiTrust,Getty Research Institute,67
HathiTrust,University of North Carolina,500
HathiTrust,Yale University,500
HathiTrust,Duke University,490
HathiTrust,University of Florida,500
HathiTrust,Boston College,93
HathiTrust,North Carolina State University,500
The_New_York_Public_Library,Manuscripts and Archives Division. The New York Public Library,0
The_New_York_Public_Library,Dorot Jewish Division. The New York Public Library,0
The_New_York_Public_Library,"Irma and Paul Milstein Division of United States History, Local History and Genealogy. The New York Public Library",0
The_New_York_Public_Library,Billy Rose Theatre Division. The New York Public Library,0
The_New_York_Public_Library,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection. The New York Public Library",0
The_New_York_Public_Library,Music Division. The New York Public Library,0
The_New_York_Public_Library,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection. The New York Public Library",0
The_New_York_Public_Library,George Arents Collection. The New York Public Library,0
The_New_York_Public_Library,General Research Division. The New York Public Library,0
The_New_York_Public_Library,Rare Book Division. The New York Public Library,0
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,0
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,0
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",0
The_New_York_Public_Library,Lionel Pincus and Princess Firyal Map Division. The New York Public Library,0
The_New_York_Public_Library,"Science, Industry and Business Library: General Collection. The New York Public Library",0
The_New_York_Public_Library,Slavic and East European Collections. The New York Public Library,0
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division. The New York Public Library",0
The_New_York_Public_Library,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Art & Architecture Collection. The New York Public Library",0
The_New_York_Public_Library,Jerome Robbins Dance Division. The New York Public Library,0
The_New_York_Public_Library,Carl H. Pforzheimer Collection of Shelley and His Circle. The New York Public Library,0
The_New_York_Public_Library,Spencer Collection. The New York Public Library,0
The_New_York_Public_Library,UNK. The New York Public Library,0
The_New_York_Public_Library,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Picture Collection. The New York Public Library",0
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Photographs and Prints Division. The New York Public Library",0
The_New_York_Public_Library,#. The New York Public Library,0
The_New_York_Public_Library,Rodgers and Hammerstein Archives of Recorded Sound. The New York Public Library,0
The_New_York_Public_Library,The New York Public Library,0
The_New_York_Public_Library,"External, not an NYPL item, it comes from some other institution. (LEGACY; Please do not use). The New York Public Library",0
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Art and Artifacts Division. The New York Public Library",0
The_New_York_Public_Library,Dorothy and Lewis B. Cullman Center for Scholars & Writers. The New York Public Library,0
The_New_York_Public_Library,New York Public Library Archives. The New York Public Library,0
The_New_York_Public_Library,Children's Center at 42nd St. The New York Public Library,0
The_New_York_Public_Library,"No Division, NYPL item, but not associated with any one Division, e.g. NYPL Art Work. The New York Public Library",0
The_New_York_Public_Library,Reference and Research Services. The New York Public Library,0
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Moving Image and Recorded Sound Division. The New York Public Library",0
University_of_Southern_California_Libraries,University of Southern California. Libraries,500
University_of_Southern_California_Libraries,California Historical Society,415
University_of_Southern_California_Libraries,36429,1
University_of_Southern_California_Libraries,40366,1
California_Digital_Library,Los Angeles Public Library,0
California_Digital_Library,Center for Sacramento History,0
California_Digital_Library,"UC Berkeley, Bancroft Library",0
California_Digital_Library,"UC San Diego, Library, Special Collections and Archives",0
California_Digital_Library,Hoover Institution,0
California_Digital_Library,Claremont Colleges Library,0
California_Digital_Library,"UC Riverside, California Museum of Photography",0
California_Digital_Library,California State Library,0
California_Digital_Library,"UC Irvine, Libraries, University Archives",0
California_Digital_Library,Sonoma County Library,0
California_Digital_Library,"California State University, Chico",0
California_Digital_Library,"California State University, Dominguez Hills, Archives and Special Collections",0
California_Digital_Library,"Pepperdine University, Special Collections and University Archives",0
California_Digital_Library,"California State University, Northridge",0
California_Digital_Library,"UC San Francisco, Library, Industry Documents Library",0
California_Digital_Library,"California State University, Fresno",0
California_Digital_Library,"UCLA, Library Special Collections, Charles E. Young Research Library",0
California_Digital_Library,Santa Cruz Public Libraries,0
California_Digital_Library,Oakland Museum of California,0
California_Digital_Library,San Francisco Public Library,0
California_Digital_Library,"UC Santa Barbara, Library, Department of Special Research Collections",0
California_Digital_Library,"UC Davis, University Library, Special Collections",0
California_Digital_Library,California Institute of Technology,0
California_Digital_Library,"UC Berkeley, Bioscience & Natural Resources Library",0
California_Digital_Library,Santa Monica Public Library,0
California_Digital_Library,"UC Riverside, Library, Special Collections and University Archives",0
California_Digital_Library,"UC San Diego, Library, Digital Library Development Program",0
California_Digital_Library,California State Archives,0
California_Digital_Library,"UC Riverside, Library, Water Resources Collections and Archives",0
California_Digital_Library,"San José State University, Special Collections and Archives",0
California_Digital_Library,"California Polytechnic State University, San Luis Obispo",0
California_Digital_Library,Santa Clara University,0
California_Digital_Library,"Huntington Library, Photo Archives",0
California_Digital_Library,"UC Santa Cruz, Special Collections and Archives",0
California_Digital_Library,"UC Berkeley, Berkeley Art Museum and Pacific Film Archive",0
California_Digital_Library,Agua Caliente Cultural Museum,0
California_Digital_Library,University of the Pacific,0
California_Digital_Library,California Historical Society,415
California_Digital_Library,Pomona Public Library,0
California_Digital_Library,"Loyola Marymount University, Department of Archives and Special Collections, William H. Hannon Library",0
California_Digital_Library,"Chapman University, Frank Mt. Pleasant Library of Special Collections and Archives",0
California_Digital_Library,Sacramento Public Library,0
California_Digital_Library,OC Public Libraries,0
California_Digital_Library,"UC Berkeley, Phoebe A. Hearst Museum of Anthropology",0
California_Digital_Library,"Oakland Public Library, African American Museum and Library at Oakland",0
California_Digital_Library,"UC Merced, Library and Special Collections",0
California_Digital_Library,San Diego History Center (formerly San Diego Historical Society),0
California_Digital_Library,"UC Davis, University Library, University Archives",0
California_Digital_Library,"UC Irvine, Libraries, Special Collections",0
California_Digital_Library,San Diego Air and Space Museum Library and Archives,0
The_Portal_to_Texas_History,UNT Libraries Special Collections,0
The_Portal_to_Texas_History,UNT Libraries Government Documents Department,0
The_Portal_to_Texas_History,Texas Historical Commission,0
The_Portal_to_Texas_History,UNT Libraries,0
The_Portal_to_Texas_History,Abilene Library Consortium,0
The_Portal_to_Texas_History,The Dolph Briscoe Center for American History,0
The_Portal_to_Texas_History,The Portal to Texas History,0
The_Portal_to_Texas_History,Hardin-Simmons University Library,0
The_Portal_to_Texas_History,UT San Antonio Libraries Special Collections,0
The_Portal_to_Texas_History,Breckenridge Public Library,0
The_Portal_to_Texas_History,Abilene Christian University Library,0
The_Portal_to_Texas_History,The 12th Armored Division Memorial Museum,0
The_Portal_to_Texas_History,Grayson County Frontier Village,0
The_Portal_to_Texas_History,Howard Payne University Library,0
The_Portal_to_Texas_History,Lamar State College – Orange,0
The_Portal_to_Texas_History,Hopkins County Genealogical Society,0
The_Portal_to_Texas_History,Cuero Public Library,0
The_Portal_to_Texas_History,Dallas Museum of Art,0
The_Portal_to_Texas_History,Abilene Public Library,0
The_Portal_to_Texas_History,"Austin History Center, Austin Public Library",0
The_Portal_to_Texas_History,Bonham Public Library,0
The_Portal_to_Texas_History,Dallas Municipal Archives,0
The_Portal_to_Texas_History,Sweetwater\/Nolan County City-County Library,0
The_Portal_to_Texas_History,Lampasas Public Library,0
The_Portal_to_Texas_History,The Old Jail Art Center,0
The_Portal_to_Texas_History,Timpson Public Library,0
The_Portal_to_Texas_History,Bastrop Public Library,0
The_Portal_to_Texas_History,Dublin Public Library,0
The_Portal_to_Texas_History,Red River County Public Library,0
The_Portal_to_Texas_History,Nellie Pederson Civic Library,0
The_Portal_to_Texas_History,"Tittle-Luther\/Parkhill, Smith and Cooper, Inc.",0
The_Portal_to_Texas_History,Private Collection of Jim Bell,0
The_Portal_to_Texas_History,Coleman Public Library,0
The_Portal_to_Texas_History,University of Texas at Arlington Library,0
The_Portal_to_Texas_History,Gladys Johnson Ritchie Library,0
The_Portal_to_Texas_History,Livingston Municipal Library,0
The_Portal_to_Texas_History,Hondo Public Library,0
The_Portal_to_Texas_History,McMurry University Library,0
The_Portal_to_Texas_History,Deaf Smith County Library,0
The_Portal_to_Texas_History,Delta County Public Library,0
The_Portal_to_Texas_History,Singletary Memorial Library,0
The_Portal_to_Texas_History,Palestine Public Library,0
The_Portal_to_Texas_History,Lucy Hill Patterson Memorial Library,0
The_Portal_to_Texas_History,West Public Library,0
The_Portal_to_Texas_History,St. Mary's University Louis J. Blume Library,0
The_Portal_to_Texas_History,Archer Public Library,0
The_Portal_to_Texas_History,Slovanska Podporujici Jednota Statu Texas,0
The_Portal_to_Texas_History,River Valley Pioneer Museum,0
The_Portal_to_Texas_History,Palacios Library,0
The_Portal_to_Texas_History,Houston Metropolitan Research Center at Houston Public Library,0
Mountain_West_Digital_Library,Department of Heritage and Arts,0
Mountain_West_Digital_Library,University of Utah - J. Willard Marriott Library,0
Mountain_West_Digital_Library,Utah State Library,0
Mountain_West_Digital_Library,University of Oregon Libraries,0
Mountain_West_Digital_Library,Brigham Young University - Harold B. Lee Library,0
Mountain_West_Digital_Library,Uintah County (UT) Library,0
Mountain_West_Digital_Library,Idaho Commission for Libraries,0
Mountain_West_Digital_Library,Utah Valley University Library,0
Mountain_West_Digital_Library,Utah State University - Merrill-Cazier Library,0
Mountain_West_Digital_Library,"Buffalo Bill Center of the West, McCracken Research Library",0
Mountain_West_Digital_Library,"University of Nevada, Reno, University Libraries",0
Mountain_West_Digital_Library,University of Utah,0
Mountain_West_Digital_Library,Southern Utah University - Sherratt Library,0
Mountain_West_Digital_Library,University of Utah - Spencer S. Eccles Health Sciences Library,0
Mountain_West_Digital_Library,"Department of Classics and the Department of the History of Art and Architecture, University of Oregon",0
Mountain_West_Digital_Library,University of Utah - College of Art,0
Mountain_West_Digital_Library,Brigham Young University-Idaho,0
Mountain_West_Digital_Library,"University of Nevada, Las Vegas, University Libraries",0
Mountain_West_Digital_Library,Utah State Archives,0
Mountain_West_Digital_Library,Boise State University - Albertsons Library,0
Mountain_West_Digital_Library,Weber State University - Stewart Library,0
Mountain_West_Digital_Library,University of Utah - American West Center,0
Mountain_West_Digital_Library,University of Utah - James E. Faust Law Library,0
Mountain_West_Digital_Library,University of Utah - College of Architecture and Planning,0
Mountain_West_Digital_Library,"Randall V. Mills Archives of Northwest Folklore and the Folklore Program, University of Oregon",0
Mountain_West_Digital_Library,Salt Lake Community College Libraries,0
Mountain_West_Digital_Library,"U.S. Forest Service, Dixie National Forest",0
Mountain_West_Digital_Library,"Center for Asian Pacific Studies, University of Oregon",0
Mountain_West_Digital_Library,Health Education Assets Library,0
Mountain_West_Digital_Library,Provo (UT) City,0
Mountain_West_Digital_Library,Murray (UT) Museum,0
Mountain_West_Digital_Library,Delta (UT) City Library,0
Mountain_West_Digital_Library,Oregon State University Libraries,0
Mountain_West_Digital_Library,Emerald Media Group,0
Mountain_West_Digital_Library,Jordan Schnitzer Museum of Art and the National Endowmant for the Humanities,0
Mountain_West_Digital_Library,Montana State University Library,0
Mountain_West_Digital_Library,Westminster College - Giovale Library,0
Mountain_West_Digital_Library,Emery County (UT) Archives,0
Mountain_West_Digital_Library,Utah Territorial Statehouse State Park Museum,0
Mountain_West_Digital_Library,Brigham Young University-Hawaii,0
Mountain_West_Digital_Library,Brigham Young University,0
Mountain_West_Digital_Library,Provo (UT) City Library,0
Mountain_West_Digital_Library,Mendon (UT),0
Mountain_West_Digital_Library,Park City (UT) Historical Society & Museum,0
Mountain_West_Digital_Library,"Frontier Homestead State Park (Cedar City, UT)",0
Mountain_West_Digital_Library,"Daughters of the Utah Pioneers, Cedar City (UT)",0
Mountain_West_Digital_Library,"Bryner Pioneer Museum (Price, UT)",0
Mountain_West_Digital_Library,Newton Town (UT) Library,0
Mountain_West_Digital_Library,North Logan City (UT) Library,0
Mountain_West_Digital_Library,Utah Council of Land Surveyors,0
Digital_Commonwealth,"Special Collections and University Archives, University of Massachusetts Amherst Libraries",0
Digital_Commonwealth,Boston Public Library,0
Digital_Commonwealth,Historic New England,0
Digital_Commonwealth,Public Health Museum in Massachusetts,0
Digital_Commonwealth,Springfield College Archives and Special Collections,0
Digital_Commonwealth,U.S. Army Natick Soldier Systems Center,0
Digital_Commonwealth,Needham Free Public Library,0
Digital_Commonwealth,Commonwealth of Massachusetts State Archives,0
Digital_Commonwealth,Northeastern University Libraries,0
Digital_Commonwealth,Boston College,93
Digital_Commonwealth,Griffin Museum of Photography,0
Digital_Commonwealth,Thomas Crane Public Library,0
Digital_Commonwealth,City of Boston Archives,0
Digital_Commonwealth,Newton Free Library,0
Digital_Commonwealth,National Archives at Boston,0
Digital_Commonwealth,State Library of Massachusetts,0
Digital_Commonwealth,WGBH,0
Digital_Commonwealth,Massachusetts Historical Society,0
Digital_Commonwealth,Provincetown History Preservation Project,0
Digital_Commonwealth,Nantucket Historical Association Research Library,0
Digital_Commonwealth,Phillips Academy Andover,0
Digital_Commonwealth,Center for the History of Medicine (Francis A. Countway Library of Medicine),0
Digital_Commonwealth,Perkins School for the Blind,0
Digital_Commonwealth,Pine Manor College,0
Digital_Commonwealth,Lawrence Public Library,0
Digital_Commonwealth,"Suffolk University, Moakley Archive & Institute",0
Digital_Commonwealth,Amherst College Archives & Special Collections,0
Digital_Commonwealth,Public Library of Brookline,0
Digital_Commonwealth,The Medford Historical Society & Museum,0
Digital_Commonwealth,Hamilton Historical Society,0
Digital_Commonwealth,Lenox Library Association,0
Digital_Commonwealth,"The Trustees of Reservations, Archives & Research Center",0
Digital_Commonwealth,University of Massachusetts Lowell Libraries,0
Digital_Commonwealth,Massachusetts Horticultural Society Library,0
Digital_Commonwealth,"Fitchburg State University, Gallucci-Cirio Library",0
Digital_Commonwealth,KGLT,0
Digital_Commonwealth,Lawrence History Center,0
Digital_Commonwealth,Williams College,0
Digital_Commonwealth,Watertown Free Public Library,0
Digital_Commonwealth,New Bedford Free Public Library,0
Digital_Commonwealth,New Jersey Network,0
Digital_Commonwealth,Forbes Library,0
Digital_Commonwealth,Robbins Library,0
Digital_Commonwealth,Longmeadow Historical Society,0
Digital_Commonwealth,WILL Illinois Public Media,0
Digital_Commonwealth,Fall River Public Library,0
Digital_Commonwealth,Historical Society of Old Newbury,0
Digital_Commonwealth,Saugus Public Library,0
Digital_Commonwealth,"Jones Library, Amherst",0
Digital_Commonwealth,Martha's Vineyard Museum,0
Minnesota_Digital_Library,Minnesota Historical Society,0
Minnesota_Digital_Library,University of Minnesota Libraries,0
Minnesota_Digital_Library,Hennepin County Library,0
Minnesota_Digital_Library,Minneapolis Institute of Arts,497
Minnesota_Digital_Library,College of Saint Benedict & Saint John's University,0
Minnesota_Digital_Library,South Dakota State University,0
Minnesota_Digital_Library,Minnesota Public Radio,500
Minnesota_Digital_Library,Black Hills State University,0
Minnesota_Digital_Library,South Dakota School of Mines and Technology,0
Minnesota_Digital_Library,Carleton College,0
Minnesota_Digital_Library,Bethel University,0
Minnesota_Digital_Library,Northfield History Collaborative,0
Minnesota_Digital_Library,"University of Minnesota Duluth, Kathryn A. Martin Library, Northeast Minnesota Historical Collections",0
Minnesota_Digital_Library,Minnesota Legislative Reference Library,0
Minnesota_Digital_Library,Stillwater Public Library,0
Minnesota_Digital_Library,St. Catherine University,0
Minnesota_Digital_Library,Northfield Historical Society,0
Minnesota_Digital_Library,"Hennepin County Library, James K. Hosmer Special Collections Library",0
Minnesota_Digital_Library,Hamline University,0
Minnesota_Digital_Library,University of South Dakota,0
Minnesota_Digital_Library,Minnesota Streetcar Museum,0
Minnesota_Digital_Library,Iron Range Research Center,0
Minnesota_Digital_Library,Minnesota Digital Library,0
Minnesota_Digital_Library,Pipestone County Historical Society,0
Minnesota_Digital_Library,St. Cloud State University,0
Minnesota_Digital_Library,Nicollet County Historical Society,0
Minnesota_Digital_Library,University of St. Thomas,0
Minnesota_Digital_Library,Crow Wing County Historical Society,0
Minnesota_Digital_Library,Blue Earth County Historical Society,0
Minnesota_Digital_Library,Minnesota State Horticultural Society,0
Minnesota_Digital_Library,Minneapolis Park & Recreation Board,0
Minnesota_Digital_Library,Hennepin History Museum,0
Minnesota_Digital_Library,Becker County Historical Society,0
Minnesota_Digital_Library,"Minnesota Department of Transportation, MnDOT Library ",0
Minnesota_Digital_Library,"University of Minnesota Libraries, Nathan and Theresa Berman Upper Midwest Jewish Archives",0
Minnesota_Digital_Library,Pope County Historical Society,0
Minnesota_Digital_Library,Big Stone County Historical Society,0
Minnesota_Digital_Library,Dakota State University,0
Minnesota_Digital_Library,Minnesota Geological Survey,0
Minnesota_Digital_Library,"University of Minnesota Libraries, Northwest Architectural Archives",0
Minnesota_Digital_Library,"Concordia University, Saint Paul",0
Minnesota_Digital_Library,American Swedish Institute,0
Minnesota_Digital_Library,Northfield News,0
Minnesota_Digital_Library,Stearns History Museum,0
Minnesota_Digital_Library,Stevens County Museum and Historical Society,0
Minnesota_Digital_Library,Rochester Community and Technical College,0
Minnesota_Digital_Library,Saint Benedict's Monastery,0
Minnesota_Digital_Library,University of Northwestern – St. Paul,0
Minnesota_Digital_Library,Black Hills State University;,0
Minnesota_Digital_Library,Bethel University Digital Library,0
Digital_Library_of_Georgia,Georgia Newspaper Project,0
Digital_Library_of_Georgia,Georgia State University. Libraries,0
Digital_Library_of_Georgia,University of Georgia. Libraries. Map Collection,0
Digital_Library_of_Georgia,Calhoun-Gordon County Library,0
Digital_Library_of_Georgia,Hargrett Library,0
Digital_Library_of_Georgia,University of Georgia. Map and Government Information Library,0
Digital_Library_of_Georgia,Georgia Archives,0
Digital_Library_of_Georgia,Atlanta History Center,0
Digital_Library_of_Georgia,Uncle Remus Regional Library System,0
Digital_Library_of_Georgia,Walter J. Brown Media Archives and Peabody Awards Collection,0
Digital_Library_of_Georgia,Mississippi State University. Libraries,0
Digital_Library_of_Georgia,Georgia Institute of Technology. Library and Information Center. Archives and Records Management,0
Digital_Library_of_Georgia,New Georgia Encyclopedia (Project),0
Digital_Library_of_Georgia,Worth County Library System (Ga.),0
Digital_Library_of_Georgia,Georgia Council for the Arts,0
Digital_Library_of_Georgia,Atlanta University Center Robert W. Woodruff Library,0
Digital_Library_of_Georgia,Valdosta State University. Odum Library. Archives and Special Collections,0
Digital_Library_of_Georgia,Chestatee Regional Library System. Dawson County Branch,0
Digital_Library_of_Georgia,"Thomas County Public Library System (Thomasville, Ga.)",0
Digital_Library_of_Georgia,Lee County Library System (Ga.),0
Digital_Library_of_Georgia,Richard B. Russell Library for Political Research and Studies,0
Digital_Library_of_Georgia,Troup County Archives,0
Digital_Library_of_Georgia,"Augusta-Richmond County Public Library System (Augusta, Ga.)",0
Digital_Library_of_Georgia,William Breman Jewish Heritage Museum,0
Digital_Library_of_Georgia,William Stanley Hoole Special Collections Library,0
Digital_Library_of_Georgia,Digital Library of Georgia,0
Digital_Library_of_Georgia,"Stuart A. Rose Manuscript, Archives, and Rare Book Library",0
Digital_Library_of_Georgia,Spelman College,0
Digital_Library_of_Georgia,Mercer University. Libraries,0
Digital_Library_of_Georgia,Mississippi. Department of Archives and History,0
Digital_Library_of_Georgia,Owens Library,0
Digital_Library_of_Georgia,Auburn University. Library,0
Digital_Library_of_Georgia,"Robert B. Greenblatt, M.D. Library",0
Digital_Library_of_Georgia,"Kennesaw State University. Department of Archives, Rare Books and Records Management",0
Digital_Library_of_Georgia,Georgia Historical Society,0
Digital_Library_of_Georgia,University of West Georgia Special Collections,0
Digital_Library_of_Georgia,City of Savannah Municipal Archives,0
Digital_Library_of_Georgia,"Athens-Clarke County Library (Athens, Ga.)",0
Digital_Library_of_Georgia,Duke University. Library,0
Digital_Library_of_Georgia,Berry College. Library,0
Digital_Library_of_Georgia,Georgia College & State University. Special Collections,0
Digital_Library_of_Georgia,"Oglethorpe University (Atlanta, Ga.). Library. Archives",0
Digital_Library_of_Georgia,Hall County Library System (Ga.),0
Digital_Library_of_Georgia,Auburn Avenue Research Library on African-American Culture and History,0
Digital_Library_of_Georgia,Atlanta (Ga.). Department of Watershed Management,0
Digital_Library_of_Georgia,University of Georgia. Libraries,0
Digital_Library_of_Georgia,Columbus State University. Archives,0
Digital_Library_of_Georgia,Alabama. Department of Archives and History,0
Digital_Library_of_Georgia,Middle Georgia Archives,0
Digital_Library_of_Georgia,HathiTrust,497
Recollection_Wisconsin,University of Wisconsin Digital Collections,214
Recollection_Wisconsin,University of Wisconsin-Milwaukee,12
Recollection_Wisconsin,Milwaukee Public Library,139
Recollection_Wisconsin,Marquette University,480
Recollection_Wisconsin,Wisconsin Department of Public Instruction,477
Recollection_Wisconsin,Wisconsin Historical Society,116
Recollection_Wisconsin,University of Wisconsin-La Crosse,500
Recollection_Wisconsin,Beloit College,203
Recollection_Wisconsin,Wisconsin Legislative Reference Bureau,136
Recollection_Wisconsin,Monarch Library System,500
Recollection_Wisconsin,Aram Public Library,500
Recollection_Wisconsin,University of Wisconsin-Eau Claire,500
Recollection_Wisconsin,St. Norbert College,0
Recollection_Wisconsin,Richland County History Room,0
Recollection_Wisconsin,Winding Rivers Library System,500
Recollection_Wisconsin,Waldemar Ager Association,500
Recollection_Wisconsin,Marshall Community Library,0
Recollection_Wisconsin,Oshkosh Public Library,500
Recollection_Wisconsin,L. E. Phillips Memorial Public Library,500
Recollection_Wisconsin,South Wood County Historical Museum,0
Recollection_Wisconsin,Neville Public Museum of Brown County,100
Recollection_Wisconsin,McMillan Memorial Library,11
Recollection_Wisconsin,Wisconsin State Cranberry Growers Association,2
Recollection_Wisconsin,Ripon College,4
Recollection_Wisconsin,Milwaukee Area Technical College,0
Recollection_Wisconsin,Langlade County Historical Society,46
Recollection_Wisconsin,Central Wisconsin Digitization Project,0
Recollection_Wisconsin,Edgewood College,477
Recollection_Wisconsin,University of Wisconsin-Parkside,392
Recollection_Wisconsin,College of Menominee Nation S. Verna Fowler Academic Library\/Menominee Public Library,0
Recollection_Wisconsin,New Berlin Historical Society,0
Recollection_Wisconsin,Sauk City Public Library,0
Recollection_Wisconsin,Mineral Point Historical Society,0
Recollection_Wisconsin,Kaukauna Public Library,0
Recollection_Wisconsin,Mineral Point Library Archives,6
Recollection_Wisconsin,Kewaunee Public Library,0
Recollection_Wisconsin,University of Wisconsin-Madison iSchool,287
Recollection_Wisconsin,Stone Lake Area Historical Society,0
Recollection_Wisconsin,Viterbo University,187
Recollection_Wisconsin,Ripon Historical Society,0
Recollection_Wisconsin,Crandon Public Library,2
Recollection_Wisconsin,Brown Deer Public Library,0
Recollection_Wisconsin,Villa Terrace Decorative Arts Museum,120
Recollection_Wisconsin,Grant County Historical Society,118
Recollection_Wisconsin,La Crosse Public Library,136
Recollection_Wisconsin,Dane County Library Service,0
Recollection_Wisconsin,"Preservation Racine, Inc",0
Recollection_Wisconsin,Medical College of Wisconsin,108
Recollection_Wisconsin,Portage Historical Society,0
Recollection_Wisconsin,Kilbourn Public Library,0
Internet_Archive,Wellcome Library,0
Internet_Archive,Boston Public Library,0
Internet_Archive,Getty Research Institute,67
Internet_Archive,Montana State Library,0
